doi;coo_authors;year
10.1109/FOCS.2017.41;Leslie G. Valiant;2017
10.1137/100815530;Heng Guo 0001, Pinyan Lu, Leslie G. Valiant;2013
10.1162/NECO_A_00357;Leslie G. Valiant;2012
10.1145/2322176.2322189;Christos H. Papadimitriou, Leonard M. Adleman, Richard M. Karp, Donald E. Knuth, Robert E. Tarjan, Leslie G. Valiant;2012
10.1016/J.JCSS.2010.06.012;Leslie G. Valiant;2011
10.1007/978-3-642-22006-7_60;Heng Guo 0001, Pinyan Lu, Leslie G. Valiant;2011
;Varun Kanade, Leslie G. Valiant, Jennifer Wortman Vaughan;2010
10.1007/978-3-642-12200-2_50;Leslie G. Valiant;2010
;Varun Kanade, Leslie G. Valiant, Jennifer Wortman Vaughan;2010
10.1145/1462153.1462156;Leslie G. Valiant;2009
10.1162/NECO.2009.08-08-851;Vitaly Feldman, Leslie G. Valiant;2009
10.1007/978-3-642-02017-9_1;Leslie G. Valiant;2009
10.1137/070682575;Leslie G. Valiant;2008
;Vitaly Feldman, Leslie G. Valiant;2008
10.1007/978-3-540-87744-8_2;Leslie G. Valiant;2008
10.4230/LIPICS.FSTTCS.2008.1770;Leslie G. Valiant;2008
;Loizos Michael, Leslie G. Valiant;2008
10.1007/978-3-540-74456-6_5;Leslie G. Valiant;2007
10.1007/S00422-006-0079-3;Leslie G. Valiant;2006
;Leslie G. Valiant;2006
10.1109/FOCS.2006.7;Leslie G. Valiant;2006
;Leslie G. Valiant;2006
10.1162/0899766053019890;Leslie G. Valiant;2005
10.1007/11533719_1;Leslie G. Valiant;2005
10.1007/11523468_1;Leslie G. Valiant;2005
;Leslie G. Valiant;2005
;Leslie G. Valiant;2005
10.1109/FOCS.2004.34;Leslie G. Valiant;2004
10.1145/602382.602410;Leslie G. Valiant;2003
10.1137/S0097539700377025;Leslie G. Valiant;2002
10.1016/S0304-3975(01)00325-5;Leslie G. Valiant;2002
10.1145/380752.380785;Leslie G. Valiant;2001
10.1016/S0004-3702(00)00002-3;Leslie G. Valiant;2000
10.1145/355483.355486;Leslie G. Valiant;2000
10.1023/A:1007678005361;Leslie G. Valiant;1999
;Roni Khardon, Dan Roth, Leslie G. Valiant;1999
10.1145/301250.301425;Leslie G. Valiant;1999
10.1145/279943.279999;Leslie G. Valiant;1998
10.1007/BFB0055091;Leslie G. Valiant;1998
10.1007/3-540-61863-5_29;Leslie G. Valiant;1996
;Leslie G. Valiant;1995
10.1145/225298.225299;Leslie G. Valiant;1995
10.1109/SFCS.1995.492456;Leslie G. Valiant;1995
10.1109/HICSS.1995.375451;Thomas E. Cheatham, Amr F. Fahmy, Dan C. Stefanescu, Leslie G. Valiant;1995
10.1145/195613.195656;Michael J. Kearns, Ming Li 0001, Leslie G. Valiant;1994
10.1145/174644.174647;Michael J. Kearns, Leslie G. Valiant;1994
10.1006/JPDC.1994.1085;Alexandros V. Gerbessiotis, Leslie G. Valiant;1994
;Leslie G. Valiant;1994
;Leslie G. Valiant;1993
10.1109/IPPS.1993.262847;Leslie G. Valiant;1993
10.1007/3-540-56483-7_21;Michael J. Kearns, Leslie G. Valiant;1993
10.1007/3-540-56731-3_1;Leslie G. Valiant;1992
10.1007/3-540-55706-7_1;Alexandros V. Gerbessiotis, Leslie G. Valiant;1992
;Manfred K. Warmuth, Leslie G. Valiant;1991
10.1145/79173.79181;Leslie G. Valiant;1990
;Leslie G. Valiant;1990
10.1016/0890-5401(89)90002-3;Andrzej Ehrenfeucht, David Haussler, Michael J. Kearns, Leslie G. Valiant;1989
10.1145/73007.73049;Michael J. Kearns, Leslie G. Valiant;1989
10.1145/48014.63140;Leonard Pitt, Leslie G. Valiant;1988
;Leslie G. Valiant;1988
;Andrzej Ehrenfeucht, David Haussler, Michael J. Kearns, Leslie G. Valiant;1988
;Leslie G. Valiant;1988
10.1145/7531.7532;John H. Reif, Leslie G. Valiant;1987
10.1007/3-540-18088-5_49;Leslie G. Valiant;1987
10.1145/28395.28426;Michael J. Kearns, Ming Li 0001, Leonard Pitt, Leslie G. Valiant;1987
10.1137/0215037;Leslie G. Valiant;1986
10.1016/0304-3975(86)90174-X;Mark Jerrum, Leslie G. Valiant, Vijay V. Vazirani;1986
10.1016/0304-3975(86)90135-0;Leslie G. Valiant, Vijay V. Vazirani;1986
;Leslie G. Valiant;1986
10.1145/3149.3158;Sven Skyum, Leslie G. Valiant;1985
;Leslie G. Valiant;1985
10.1145/22145.22196;Leslie G. Valiant, Vijay V. Vazirani;1985
10.1145/1968.1972;Leslie G. Valiant;1984
10.1016/0196-6774(84)90016-6;Leslie G. Valiant;1984
10.1145/800057.808710;Leslie G. Valiant;1984
10.1137/0212043;Leslie G. Valiant, Sven Skyum, S. Berkowitz, Charles Rackoff;1983
10.1109/TC.1983.1676335;Leslie G. Valiant;1983
10.1016/0304-3975(83)90105-6;G. Lev, Leslie G. Valiant;1983
10.1145/800061.808727;John H. Reif, Leslie G. Valiant;1983
10.1145/800061.808739;Leslie G. Valiant;1983
10.1137/0211027;Leslie G. Valiant;1982
;Leslie G. Valiant;1981
10.1109/TC.1981.6312171;Gavriela Freund Lev, Nicholas Pippenger, Leslie G. Valiant;1981
10.1109/TC.1981.6312176;Leslie G. Valiant;1981
10.1109/SFCS.1981.3;Sven Skyum, Leslie G. Valiant;1981
10.1007/3-540-10856-4_79;Leslie G. Valiant, Sven Skyum;1981
10.1145/800076.802479;Leslie G. Valiant, Gordon J. Brebner;1981
10.1016/0020-0190(80)90033-2;Leslie G. Valiant;1980
10.1016/0304-3975(80)90060-2;Leslie G. Valiant;1980
10.1016/0022-0000(79)90045-X;Dana Angluin, Leslie G. Valiant;1979
10.1137/0208032;Leslie G. Valiant;1979
10.1016/0304-3975(79)90044-6;Leslie G. Valiant;1979
10.1145/800135.804412;Leslie G. Valiant;1979
10.1145/800135.804419;Leslie G. Valiant;1979
10.1007/3-540-09118-1_6;Leslie G. Valiant;1979
10.48550/ARXIV.2301.12243;Nur Yildirim, Mahima Pushkarna, Nitesh Goyal, Martin Wattenberg, Fernanda B. Viégas;2023
;Tolga Bolukbasi, Adam Pearce, Ann Yuan, Andy Coenen, Emily Reif, Fernanda B. Viégas, Martin Wattenberg;2021
10.1109/TVCG.2019.2934619;James Wexler, Mahima Pushkarna, Tolga Bolukbasi, Martin Wattenberg, Fernanda B. Viégas, Jimbo Wilson;2020
;Allison Woodruff, Yasmin Asare Anderson, Katherine Jameson Armstrong, Marina Gkiza, Jay Jennings, Christopher Moessner, Fernanda B. Viégas, Martin Wattenberg, Lynette Webb, Fabian Wrede, Patrick Gage Kelley;2020
10.1109/TVCG.2018.2864500;Minsuk Kahng, Nikhil Thorat, Duen Horng (Polo) Chau, Fernanda B. Viégas, Martin Wattenberg;2019
10.1145/3290605.3300234;Carrie J. Cai, Emily Reif, Narayan Hegde, Jason D. Hipp, Been Kim, Daniel Smilkov, Martin Wattenberg, Fernanda B. Viégas, Gregory S. Corrado, Martin C. Stumpe, Michael Terry;2019
10.1109/ICCV.2019.00505;Andrei Kapishnikov, Tolga Bolukbasi, Fernanda B. Viégas, Michael Terry;2019
;Daniel Smilkov, Nikhil Thorat, Yannick Assogba, Ann Yuan, Nick Kreeger, Ping Yu, Kangyi Zhang, Shanqing Cai, Eric Nielsen, David Soergel, Stan Bileschi, Michael Terry, Charles Nicholson, Sandeep N. Gupta, Sarah Sirajuddin, D. Sculley, Rajat Monga, Greg Corrado, Fernanda B. Viégas, Martin Wattenberg;2019
;Emily Reif, Ann Yuan, Martin Wattenberg, Fernanda B. Viégas, Andy Coenen, Adam Pearce, Been Kim;2019
;Daniel Smilkov, Nikhil Thorat, Yannick Assogba, Ann Yuan, Nick Kreeger, Ping Yu, Kangyi Zhang, Shanqing Cai, Eric Nielsen, David Soergel, Stan Bileschi, Michael Terry, Charles Nicholson, Sandeep N. Gupta, Sarah Sirajuddin, D. Sculley, Rajat Monga, Greg Corrado, Fernanda B. Viégas, Martin Wattenberg;2019
;Carrie J. Cai, Emily Reif, Narayan Hegde, Jason D. Hipp, Been Kim, Daniel Smilkov, Martin Wattenberg, Fernanda B. Viégas, Gregory S. Corrado, Martin C. Stumpe, Michael Terry;2019
;Andy Coenen, Emily Reif, Ann Yuan, Been Kim, Adam Pearce, Fernanda B. Viégas, Martin Wattenberg;2019
;Andrei Kapishnikov, Tolga Bolukbasi, Fernanda B. Viégas, Michael Terry;2019
;James Wexler, Mahima Pushkarna, Tolga Bolukbasi, Martin Wattenberg, Fernanda B. Viégas, Jimbo Wilson;2019
10.1109/TVCG.2017.2744878;Kanit Wongsuphasawat, Daniel Smilkov, James Wexler, Jimbo Wilson, Dandelion Mané, Doug Fritz, Dilip Krishnan, Fernanda B. Viégas, Martin Wattenberg;2018
;Been Kim, Martin Wattenberg, Justin Gilmer, Carrie J. Cai, James Wexler, Fernanda B. Viégas, Rory Sayres;2018
;Minsuk Kahng, Nikhil Thorat, Duen Horng Chau, Fernanda B. Viégas, Martin Wattenberg;2018
10.1162/TACL_A_00065;Melvin Johnson, Mike Schuster, Quoc V. Le, Maxim Krikun, Yonghui Wu, Zhifeng Chen, Nikhil Thorat, Fernanda B. Viégas, Martin Wattenberg, Greg Corrado, Macduff Hughes, Jeffrey Dean;2017
;Daniel Smilkov, Nikhil Thorat, Been Kim, Fernanda B. Viégas, Martin Wattenberg;2017
;Daniel Smilkov, Shan Carter, D. Sculley, Fernanda B. Viégas, Martin Wattenberg;2017
;Martín Abadi, Ashish Agarwal, Paul Barham 0001, Eugene Brevdo, Zhifeng Chen, Craig Citro, Gregory S. Corrado, Andy Davis, Jeffrey Dean, Matthieu Devin, Sanjay Ghemawat, Ian J. Goodfellow, Andrew Harp, Geoffrey Irving, Michael Isard, Yangqing Jia, Rafal Józefowicz, Lukasz Kaiser, Manjunath Kudlur, Josh Levenberg, Dan Mané, Rajat Monga, Sherry Moore, Derek Gordon Murray, Chris Olah, Mike Schuster, Jonathon Shlens, Benoit Steiner, Ilya Sutskever, Kunal Talwar, Paul A. Tucker, Vincent Vanhoucke, Vijay Vasudevan, Fernanda B. Viégas, Oriol Vinyals, Pete Warden, Martin Wattenberg, Martin Wicke, Yuan Yu, Xiaoqiang Zheng;2016
;Melvin Johnson, Mike Schuster, Quoc V. Le, Maxim Krikun, Yonghui Wu, Zhifeng Chen, Nikhil Thorat, Fernanda B. Viégas, Martin Wattenberg, Greg Corrado, Macduff Hughes, Jeffrey Dean;2016
;Daniel Smilkov, Nikhil Thorat, Charles Nicholson, Emily Reif, Fernanda B. Viégas, Martin Wattenberg;2016
10.1145/2488388.2488504;Fernanda B. Viégas, Martin Wattenberg, Jack Hebert, Geoffrey Borggaard, Alison Cichowlas, Jonathan Feinberg, Jon Orwant, Christopher Richard Wren;2013
10.1145/2157136.2157322;Fernanda B. Viégas, Martin Wattenberg;2012
10.1145/1836786.1836793;Judith S. Donath, Alex Dragulescu, Aaron Zinman, Fernanda B. Viégas, Rebecca Xiong;2010
;Martin Wattenberg, Fernanda B. Viégas;2010
10.1145/1435417.1435439;Jeffrey Heer, Fernanda B. Viégas, Martin Wattenberg;2009
10.1109/MCG.2009.95;Frank van Ham, Fernanda B. Viégas;2009
10.1109/TVCG.2009.165;Frank van Ham, Martin Wattenberg, Fernanda B. Viégas;2009
10.1109/TVCG.2009.171;Fernanda B. Viégas, Martin Wattenberg, Jonathan Feinberg;2009
10.1109/VAST.2009.5333443;Christopher Collins 0001, Fernanda B. Viégas, Martin Wattenberg;2009
10.1145/1559845.1559847;Fernanda B. Viégas, Martin Wattenberg;2009
10.1145/1641309.1641311;Fernanda B. Viégas, Martin Wattenberg;2009
10.1145/1374489.1374501;Fernanda B. Viégas, Martin Wattenberg;2008
10.1109/TVCG.2008.172;Martin Wattenberg, Fernanda B. Viégas;2008
10.1145/1357054.1357102;Catalina M. Danis, Fernanda B. Viégas, Martin Wattenberg, Jesse Kriss;2008
10.1145/1358628.1358971;Fernanda B. Viégas, Martin Wattenberg, Jeffrey Heer, Maneesh Agrawala;2008
10.1109/HICSS.2008.188;Fernanda B. Viégas, Martin Wattenberg, Matthew M. McKeon, Frank van Ham, Jesse Kriss;2008
10.1145/1378889.1378914;Fernanda B. Viégas, Martin Wattenberg;2008
10.1109/TVCG.2007.70577;Fernanda B. Viégas, Martin Wattenberg, Frank van Ham, Jesse Kriss, Matthew M. McKeon;2007
10.1145/1240624.1240781;Jeffrey Heer, Fernanda B. Viégas, Martin Wattenberg;2007
10.1007/978-3-540-73257-0_21;Fernanda B. Viégas, Martin Wattenberg;2007
10.1007/978-3-540-73257-0_49;Fernanda B. Viégas, Martin Wattenberg, Matthew M. McKeon;2007
10.1109/HICSS.2007.559;Fernanda B. Viégas;2007
10.1109/HICSS.2007.511;Fernanda B. Viégas, Martin Wattenberg, Jesse Kriss, Frank van Ham;2007
10.1007/978-3-540-74800-7_23;Martin Wattenberg, Fernanda B. Viégas, Katherine J. Hollenbach;2007
10.1147/SJ.454.0801;Fernanda B. Viégas, Martin Wattenberg;2006
10.1145/1125451.1125758;Karrie Karahalios, Fernanda B. Viégas;2006
10.1145/1124772.1124919;Fernanda B. Viégas, Scott A. Golder, Judith S. Donath;2006
10.1111/J.1083-6101.2005.TB00260.X;Fernanda B. Viégas;2005
10.1145/985692.985765;Fernanda B. Viégas, Martin Wattenberg, Kushal Dave;2004
10.1109/HICSS.2004.1265287;Fernanda B. Viégas, danah boyd, David H. Nguyen, Jeffrey Potter, Judith S. Donath;2004
10.1109/HICSS.2004.1265288;Fernanda B. Viégas, Marc A. Smith;2004
10.1109/INFVIS.2004.8;Fernanda B. Viégas, Ethan Perry, Ethan Howe, Judith S. Donath;2004
10.1145/1186223.1186247;Fernanda B. Viégas, Ethan Perry, Judith S. Donath, Ethan Howe;2004
10.1145/778712.778764;Judith S. Donath, Fernanda B. Viégas;2002
10.1111/J.1083-6101.1999.TB00107.X;Judith S. Donath, Karrie Karahalios, Fernanda B. Viégas;1999
10.1145/302979.302981;Fernanda B. Viégas, Judith S. Donath;1999
10.1109/HICSS.1999.772675;Judith S. Donath, Karrie Karahalios, Fernanda B. Viégas;1999
10.1145/311625.311988;Karrie Karahalios, Fernanda B. Viégas;1999
;Mohammadtaher Safarzadeh, Asad Khan, E. A. Huerta, Martin Wattenberg;2022
10.48550/ARXIV.2209.10652;Nelson Elhage, Tristan Hume, Catherine Olsson, Nicholas Schiefer, Tom Henighan, Shauna Kravec, Zac Hatfield-Dodds, Robert Lasenby, Dawn Drain, Carol Chen, Roger Grosse, Sam McCandlish, Jared Kaplan, Dario Amodei, Martin Wattenberg, Christopher Olah;2022
;Been Kim, Emily Reif, Martin Wattenberg, Samy Bengio;2019
;Justin Gilmer, Luke Metz, Fartash Faghri, Samuel S. Schoenholz, Maithra Raghu, Martin Wattenberg, Ian J. Goodfellow;2018
;Justin Gilmer, Luke Metz, Fartash Faghri, Samuel S. Schoenholz, Maithra Raghu, Martin Wattenberg, Ian J. Goodfellow;2018
10.1109/TVCG.2014.2346297;Zan Armstrong, Martin Wattenberg;2014
10.1145/2487575.2488200;H. Brendan McMahan, Gary Holt, David Sculley, Michael Young, Dietmar Ebner, Julian Grady, Lan Nie, Todd Phillips, Eugene Davydov, Daniel Golovin, Sharat Chikkerur, Dan Liu, Martin Wattenberg, Arnar Mar Hrafnkelsson, Tom Boulos, Jeremy Kubica;2013
10.1145/1518701.1518903;Ruth Rosenholtz, Nathaniel R. Twarog, Nadja Schinkel-Bielefeld, Martin Wattenberg;2009
10.1007/978-3-642-11805-0_2;Martin Wattenberg;2009
10.1111/J.1467-8659.2008.01232.X;Frank van Ham, Martin Wattenberg;2008
10.1109/TVCG.2008.166;Lee Byron, Martin Wattenberg;2008
10.1109/TVCG.2006.65;Martin Wattenberg, Jesse Kriss;2006
10.1145/1124772.1124891;Martin Wattenberg;2006
10.1080/07370024.2005.9667363;Martin Wattenberg, Steven L. Rohall, Daniel M. Gruen, Bernard Kerr;2005
10.1109/INFVIS.2005.1532122;Martin Wattenberg;2005
10.1109/INFVIS.2005.1532145;Martin Wattenberg;2005
10.1057/PALGRAVE.IVS.9500070;Martin Wattenberg, Danyel Fisher;2004
10.1145/985921.985938;Steven L. Rohall, Dan Gruen, Paul Moody, Martin Wattenberg, Mia K. Stern, Bernard Kerr, Bob Stachel, Kushal Dave, Robert Armes, Eric Wilcox;2004
10.1145/1031607.1031644;Kushal Dave, Martin Wattenberg, Michael J. Muller;2004
10.1145/1031607.1031634;Dan Gruen, Steven L. Rohall, Suzanne O. Minassian, Bernard Kerr, Paul Moody, Bob Stachel, Martin Wattenberg, Eric Wilcox;2004
10.1145/765891.765963;Martin Wattenberg, David R. Millen;2003
10.1109/INFVIS.2003.1249005;Martin Wattenberg, Danyel Fisher;2003
10.1145/571647.571649;Benjamin B. Bederson, Ben Shneiderman, Martin Wattenberg;2002
10.1109/INFVIS.2002.1173155;Martin Wattenberg;2002
10.1145/634067.634292;Martin Wattenberg;2001
10.1109/INFVIS.2001.963283;Ben Shneiderman, Martin Wattenberg;2001
10.1145/319709.319714;Ari Juels, Martin Wattenberg;1999
10.1145/632716.632834;Martin Wattenberg;1999
;Ari Juels, Martin Wattenberg;1995
;Dominik Alfke, Weston Baines, Jan Blechschmidt, Mauricio J. del Razo Sarmina, Amnon Drory, Dennis Elbrächter, Nando Farchmin, Matteo Gambara, Silke Glas, Philipp Grohs, Peter Hinz, Danijel Kivaranovic, Christian Kümmerle, Gitta Kutyniok, Sebastian Lunz, Jan MacDonald, Ryan Malthaner, Gregory Naisat, Ariel Neufeld, Philipp Christian Petersen, Rafael Reisenhofer, Jun-Da Sheng, Laura Thesing, Philipp Trunschke, Johannes von Lindheim, David Weber, Melanie Weber 0001;2019
10.48550/ARXIV.2206.11426;Suvrit Sra, Melanie Weber 0001;2022
10.48550/ARXIV.2208.05013;Melanie Weber 0001, Suvrit Sra;2022
10.48550/ARXIV.2212.08204;Wenyue Hua, Yuchen Zhang, Zhe Chen, Josie Li, Melanie Weber 0001;2022
;Jackson Sargent, Melanie Weber 0001;2021
;Melanie Weber 0001;2020
;Melanie Weber 0001, Manzil Zaheer, Ankit Singh Rawat, Aditya Krishna Menon, Sanjiv Kumar;2020
;Melanie Weber 0001, Manzil Zaheer, Ankit Singh Rawat, Aditya Krishna Menon, Sanjiv Kumar;2020
;Melanie Weber 0001, Suvrit Sra;2019
;Melanie Weber 0001;2019
10.1093/COMNET/CNX049;Melanie Weber 0001, Emil Saucan, Jürgen Jost;2018
10.1007/978-3-030-05411-3_56;Emil Saucan, Melanie Weber 0001;2018
;F. Patricia Medina, Linda Ness, Melanie Weber 0001, Karamatou Yacoubou Djima;2018
;Emil Saucan, Melanie Weber 0001;2018
10.1093/BIOINFORMATICS/BTW695;Sara Ballouz, Melanie Weber 0001, Paul Pavlidis, Jesse A. Gillis;2017
10.1093/COMNET/CNW030;Melanie Weber 0001, Emil Saucan, Jürgen Jost;2017
;Melanie Weber 0001, Johannes Stelzer, Emil Saucan, Alexander Naitsat, Gabriele Lohmann, Jürgen Jost;2017
;Melanie Weber 0001, Suvrit Sra;2017
10.3390/AXIOMS5040026;Melanie Weber 0001, Jürgen Jost, Emil Saucan;2016
;Melanie Weber 0001, Jürgen Jost, Emil Saucan;2016
;Melanie Weber 0001, Emil Saucan, Jürgen Jost;2016
;Melanie Weber 0001, Emil Saucan, Jürgen Jost;2016
10.1126/SCIROBOTICS.AAR7650;James G. Bellingham, Pierre E. Dupont, Peer Fischer, Luciano Floridi, Robert J. Full, Neil Jacobstein, Vijay Kumar, Marcia McNutt, Robert D. Merrifield, Bradley J. Nelson, Brian Scassellati, Mariarosaria Taddeo, Russell H. Taylor, Manuela M. Veloso, Zhong Lin Wang, Robert J. Wood;2018
10.1109/LRA.2022.3143578;Clark B. Teeple, Buse Aktas, Michelle C. Yuen, Grace R. Kim, Robert D. Howe, Robert J. Wood;2022
10.1109/SAHCN.2007.4292826;Qin Wang, Woodward Yang;2007
10.1109/SAHCN.2006.288433;Qin Wang, Mark Hempstead, Woodward Yang;2006
10.1109/MTDT.2004.11;Elaine Ou, Woodward Yang;2004
10.1109/JSSC.2002.807170;Jung Pill Kim, Woodward Yang, Han-Yuan Tan;2003
10.1109/4.871316;Jae-Kyung Wee, Woodward Yang, Eui-Kyu Ryou, Joe-Sun Choi, Seung-Han Ahn, Jin-Yong Chung, Sea-Chung Kim;2000
10.1109/92.609875;Aaron Lipman, Woodward Yang;1997
10.1109/ICNN.1996.549115;Dominique Martinez, Woodward Yang;1996
10.1109/ISCAS.1994.409383;Philip Steiner, Woodward Yang;1994
10.1109/ROBOT.1991.131797;John L. Wyatt Jr., David L. Standley, Woodward Yang;1991
;Woodward Yang;1990
10.1016/J.CAG.2022.01.006;Andrew Chalmers, Todd E. Zickler, Taehyun Rhee;2022
10.1109/CVPR52688.2022.00541;Dor Verbin, Peter Hedman, Ben Mildenhall, Todd E. Zickler, Jonathan T. Barron, Pratul P. Srinivasan;2022
10.1109/TPAMI.2021.3081360;Dor Verbin, Steven J. Gortler, Todd E. Zickler;2021
10.1109/ICCV48922.2021.00679;Dor Verbin, Todd E. Zickler;2021
10.1109/ICIP42928.2021.9506419;Jialiang Wang, Todd E. Zickler;2021
;Gokhan Egri, Todd E. Zickler;2021
;Jialiang Wang, Todd E. Zickler;2021
;Dor Verbin, Peter Hedman, Ben Mildenhall, Todd E. Zickler, Jonathan T. Barron, Pratul P. Srinivasan;2021
10.1109/CVPR42600.2020.00017;Kathryn Heal, Jialiang Wang, Steven J. Gortler, Todd E. Zickler;2020
10.1109/CVPR42600.2020.00050;Dor Verbin, Todd E. Zickler;2020
10.2312/PG.20201223;Andrew Chalmers, Todd E. Zickler, Taehyun Rhee;2020
;Dor Verbin, Steven J. Gortler, Todd E. Zickler;2020
;Jialiang Wang, Todd E. Zickler;2020
;Dor Verbin, Todd E. Zickler;2020
10.1109/CVPR.2019.00394;Jialiang Wang, Todd E. Zickler;2019
10.1007/S11263-017-1051-5;Emma Alexander, Qi Guo, Sanjeev J. Koppal, Steven J. Gortler, Todd E. Zickler;2018
10.1007/978-3-030-01246-5_23;Qi Guo, Iuri Frosio, Orazio Gallo, Todd E. Zickler, Jan Kautz;2018
;Qi Guo, Iuri Frosio, Orazio Gallo, Todd E. Zickler, Jan Kautz;2018
10.1109/TIP.2017.2731208;Stanley H. Chan, Todd E. Zickler, Yue M. Lu;2017
10.1109/ICCV.2017.110;Qi Guo, Emma Alexander, Todd E. Zickler;2017
10.1109/ICCV.2017.172;Jialiang Wang, Daniel Glasner, Todd E. Zickler;2017
10.1007/978-3-319-46487-9_41;Emma Alexander, Qi Guo, Sanjeev J. Koppal, Steven J. Gortler, Todd E. Zickler;2016
10.1007/978-3-319-46487-9_42;Ioannis Gkioulekas, Anat Levin, Todd E. Zickler;2016
;Stanley H. Chan, Todd E. Zickler, Yue M. Lu;2016
10.1109/TPAMI.2014.2343211;Ying Xiong, Ayan Chakrabarti, Ronen Basri, Steven J. Gortler, David W. Jacobs, Todd E. Zickler;2015
10.1145/2766928;Ioannis Gkioulekas, Anat Levin, Frédo Durand, Todd E. Zickler;2015
10.1109/CVPR.2015.7299027;Ayan Chakrabarti, Ying Xiong, Steven J. Gortler, Todd E. Zickler;2015
10.1109/CVPR.2015.7299192;Ioannis Gkioulekas, Bruce Walter, Edward H. Adelson, Kavita Bala, Todd E. Zickler;2015
10.1109/ICCV.2015.455;Daniel Glasner, Pascal Fua, Todd E. Zickler, Lihi Zelnik-Manor;2015
10.1109/ICCVW.2015.90;Emma Alexander, Sanjeev J. Koppal, Todd E. Zickler;2015
10.1109/ICIP.2015.7351252;Stanley H. Chan, Todd E. Zickler, Yue M. Lu;2015
10.1109/TPAMI.2014.2318713;Ayan Chakrabarti, Ying Xiong, Baochen Sun, Trevor Darrell, Daniel Scharstein, Todd E. Zickler, Kate Saenko;2014
10.1109/TIP.2014.2327813;Stanley H. Chan, Todd E. Zickler, Yue M. Lu;2014
10.1145/2601097.2601140;Daniel Glasner, Todd E. Zickler, Anat Levin;2014
10.1109/ICCPHOT.2014.6831801;Ayan Chakrabarti, William T. Freeman, Todd E. Zickler;2014
10.1007/978-0-387-31439-6_544;Todd E. Zickler;2014
;Ayan Chakrabarti, Ying Xiong, Steven J. Gortler, Todd E. Zickler;2014
10.1109/TPAMI.2013.22;Sanjeev J. Koppal, Ioannis Gkioulekas, Travis Young, Hyunsung Park, Kenneth B. Crozier, Geoffrey L. Barrows, Todd E. Zickler;2013
10.1145/2516971.2516972;Ioannis Gkioulekas, Bei Xiao, Shuang Zhao, Edward H. Adelson, Todd E. Zickler, Kavita Bala;2013
10.1145/2508363.2508377;Ioannis Gkioulekas, Shuang Zhao, Kavita Bala, Todd E. Zickler, Anat Levin;2013
10.1145/2461912.2461981;Anat Levin, Daniel Glasner, Ying Xiong, Frédo Durand, William T. Freeman, Wojciech Matusik, Todd E. Zickler;2013
10.1109/CVPR.2013.351;Ruonan Li, Parker Porfilio, Todd E. Zickler;2013
10.1109/ICASSP.2013.6637922;Stanley H. Chan, Todd E. Zickler, Yue M. Lu;2013
;Ayan Chakrabarti, Ying Xiong, Baochen Sun, Trevor Darrell, Daniel Scharstein, Todd E. Zickler, Kate Saenko;2013
;Stanley H. Chan, Todd E. Zickler, Yue M. Lu;2013
;Ying Xiong, Ayan Chakrabarti, Ronen Basri, Steven J. Gortler, David W. Jacobs, Todd E. Zickler;2013
10.1109/TPAMI.2011.252;Ayan Chakrabarti, Keigo Hirakawa, Todd E. Zickler;2012
10.1109/CVPR.2012.6248011;Ruonan Li, Todd E. Zickler;2012
10.1109/CVPR.2012.6247696;Ying Xiong, Kate Saenko, Trevor Darrell, Todd E. Zickler;2012
10.1007/978-3-642-33715-4_47;Ayan Chakrabarti, Todd E. Zickler;2012
